total_sorteios_avaliados,acertos_4_ou_mais,percentual_4_mais,acertos_5_ou_mais,percentual_5_mais,acertos_6,percentual_6,loss_final,previsao_proximo
100,0,0.0,0,0.0,0,0.0,0.07415499587039479,"[1, 13, 28, 37, 46, 60]"
